malghuuya-	pos	to win twice at one time (as in double-jumping in checkers)	No information given.
malghuuya-	pos	to do something twice in a row	"Nayagama maalghugegneng malghuuyalunga kayaalqaanga. ‘My sister beat me [at checkers] by doing it to me [jumping my men] twice in a row, two times.’ (SLI JR. DICT. 92)"
malig-	pos	No information given.	"root; > malighqagh-, malighqugh-, maligmun, maligsaagh-, maligte-"
malighqagh-	pos	to chase after; to catch up with by chasing	Ullghitat aagkut malgighqaghnaqanka. ‘I am going to chase and try to catch up with those wheeled/tracked vehicles.’
malighqugh-	pos	to chase	malighqughtuq ‘he chased something’; malighqughaa ‘he chased it’ /
malighqutaama-	pos	to always follows the rules	"malighqutaamatmineng piniqnighllak ‘due to his following of rules, he is a favorite’; nuyeklightaghpesinun malighutaamalusi ‘follow the ways of your elders’"
malighqutaq	pos	ripple; sea swell	Chukokan (V&E)
maligmun	pos	with the grain; following the common pattern	particle
maligsaagh-	pos	to follow along; to follow the pattern	"maligsaaghtuq ‘he went along with the others, followed the pattern’; maligsaaghaa ‘he followed him or it’ /"
maligsaaghta	pos	follower; disciple	No information given.
maligsaaghyaghqaq	pos	guide (book or the like)	No information given.
"maligte-, maligtagh-"	pos	to accompany; to go with; to follow	maligtaa ‘he went with him’ / maligutuq ‘he went along’
mallalghutaq	pos	trash container; garbage container	"used in the dual, mallalghutak, for one container"
mallan	pos	broom	Chukotkan (R);  = aallgutaq
mallangllagh-	pos	to litter	No information given.
mallaq	pos	particle of dust or debris	No information given.
malleg-	pos	to be or get close; to be or get next to	mallegtuq ‘it got next to something (expressed in the terminalis case)’; maallgaa ‘it got next to it’ / mallegtaa ‘he brought it next to something’; maallgutuq ‘he brought something close’; maallgutuk ‘they2 got next to each other’; sikuk malleghquk ‘the ice closed in’; cf. mateg-
malliigh-	pos	to sweep	malliightuq ‘he swept up’; malliighaa ‘he swept it’ /
malliighusiq	pos	broom; bird wing used as broom; vacuum cleaner	"also used in the dual, malliighusik, for one such device"
mallu	pos	carcass that has drifted ashore; beached carcass; unexpectedly encountered person	"mallunguq ‘he found a beached carcass’; Estugaghllunga ilakumtaaqa mallukaqa, kaanneghhaaftuq unaaq. ‘When I went to the story I ran into my friend who evidently had arrived this morning.’ (SLI JR. DICT. 93)"
Mallu	pos	Matlyu in Chukotka; site near the head of Tkachen Bay in Chukotka	see Map 3 in Appendices
mamaasiq	pos	bottle for nursing; baby-bottle	"used in the dual, mamaasik, for one bottle"
mamagh-	pos	to suck (at breast or bottle)	"mamaghtuq ‘he sucked’; mamaghaa ‘he sucked it’ / mamaghtaa ‘she let him suck, suckled him, breastfed him, nursed him’; mamaghtiiq ‘she is nursing a baby’"
mamaghiitaq	pos	brassiere	"used in the dual, mamaghiitak, for one brassiere"
Mamaghnak	pos	Mamagnak Mts. on St. Lawrence Is.	see Map 4 in Appendices
mamaghnaq	pos	"burner nozzle; small opening where oil or gas flows out to burner of gas stove, lantern, ect."	"suksugtam mamaghnaa nuqutughqwaaluni kumangallgiisimaak ‘the gas stove’s burner nozzle hole became too big, so it hasn’t been burning quite as well as it had been’; mamaghnaa mellukegsan riighighluku kumaghtuk ‘we cleaned the fuel opening, and the device lit up’"
mamaghtaq	pos	youngest child	No information given.
mamaghti	pos	woman or female animal with a suckling child	No information given.
mamaghwaaq	pos	type of edible seashore life orange in color with yellow dots	exact identification undetermined
mamaq	pos	milk; breast; spike on ice-creeper	both milk from the breast and bottle milk
mamasugni	pos	aged and whitened skin of beached walrus carcass	No information given.
mamasugnite-	pos	to age and whiten (of the skin of a beached walrus carcass)	nanevgat mamasugnilngughmeng neghyuwaaghaqelghiit mallumeng ‘the old men usually want to eat the aged white part of the skin of a beached walrus carcass’; mallu taawa mamasugnilnguq ‘there (is) a beached walrus with aged white skin’
Mamlagnaq	pos	site on St. Lawrence Is. on opposite side of mountain from Apetiki Camp (Tapghuq)	see Map 4 in Appendices
mamleg-1	pos	to be dark	mamlegtuq (mamlegluni) ‘it is or was dark’ /
mamleg-2	pos	to be closer to something	Chukotkan (R); mamlegngalghii minglemun qavaghvik ‘a bed that’s closer to the wall’
mamlegraagte-	pos	to start to get dark	No information given.
mamlegte-	pos	to become dark	mamlegtuq (mamleglluni) ‘it became dark’ /
mamlegute-	pos	to block light; to cast a shadow on; to appear as a dark spot or form in front of it (it)	mamlegutaa ‘he is blocking her light’ /
mamlek	pos	darkness	No information given.
manaan	pos	"hook, line and sinker"	"used in the plural, manaatet, for one such fishing set"
managh-	pos	to fish with hook and line; to jig for fish; to catch (fish) with hook and line	managhtuq ‘he fished by jigging with hook and line’; managhaa ‘he caught it by jigging’ /
manaq	pos	lure for jigging for fish; bait	No information given.
mangagigh-	pos	to remove outer layer of skin	No information given.
mangagte-	pos	to loose (part of) outer layer of skin through rubbing or the like	No information given.
mangak	pos	outer layer of skin or hide	#NAME?
mangalquq	pos	callus	No information given.
mangek	pos	outer layer of skin or hide	amighqaq kiightekani maang’gakun aagteghllagumaa ‘she made the outer part of the skin she is splitting too thick’; amiiram maanggi kiyang qaasliiluki sangllaghaqiit ‘the outer part of the seal skin is usually on the outside when making something’; = mangak
mangghute-	pos	to tie rope securely	Chukotkan; questioned
mangigh-	pos	to stop crying	"mangightuq ‘he stopped crying’ / mangightaa ‘he helped her to stop crying’; cf. imaangigh-, mangsingugh-, mangyaangigh-"
mangilate-	pos	to spread in various directions	Chukotkan (V&E)
mangkeraasiq	pos	wrench	"used in the dual, mangkeraasik, for one wrench; also used in Chukotka"
mangki	pos	monkey	also used in Chukotka; Qawaagpagem tengunnaqumakanga unglutminun mankingiighhaq. ‘The giant bird was going to fly off to its nest with the little monkey.’ (AANGHHAQ 82)
mangneghrak	pos	rope for whaling made from hide of young female walrus; yearling walrus	mangneghragmeng tapghaghrangllaamalghii aghveghniighmi atughqameng ‘he make a new rope from young female walrus hide to use in whaling’
mangsingugh-	pos	to soothe; to calm	mangsingughaa ‘he soothed her’ / mangsingughiiq ‘he soothed someone’; cf. manigugh-
mangtaaq	pos	bird's nest	"cf. mangteghaq; used in the plural, mangtaaghet, for one nest (with eggs); Mangtaaghhaat nalluniighiit takwaaghaataghnaluki, aflengaknalukillu. ‘They put a marker at the little nest so that they could come see it and watch over it.’ (PIYAA. 7)"
mangtagregaq	pos	thin skin from whale mouth area	No information given.
mangtak	pos	edible black whale skin; muktuk	Aghveghem mangtaga qamaglluku pilagaat. ‘They cut all the skin off the whale.’ (SLI JR. DICT. 95)
mangteghagh-	pos	to make a house for; to reassemble a house (in fall after its parts have been aired out)	direct verbalization of mangteghaq ‘house’
mangteghapik	pos	traditional dome-shaped Chukchi-style house with walrus skin roofing held in place by rocks hanging from the edge; yaranga	this term is used to distinguish the traditional Chukchi-style Eskimo house from a modern house; this style of house replaced the earlier semi-subterranean house (nenglu) and was itself replaced by  the Euro-American style frame house
mangteghaq	pos	house	"this term is used to refer to the traditional Chukchi-style Eskimo dome-shaped house with walrus skin cover held down with rock weights hanging from the edges , called ‘yaranga’ in Russian, or to a modern house, as opposed to the earlier semi-subterranean house, nenglu; the term mangteghapik is used to distinguish the traditional Chukchi style house from a modern house; = mengteghaq"
mangteghasqwaaq	pos	"summer house (often makeshift, of walrus hide)"	No information given.
mangteghiigh-	pos	to build a house	mangteghiightuq ‘he built a house’; manteghiighaa ‘he built a house for him’ /
mangteghilleq	pos	site of former house or settlement; house ruins	No information given.
mangtiisiq	pos	a particular incantation	Chukotkan (R)
mangughte-	pos	to surface or show the back when beginning to dive deeply (of whale)	"piigluku aghveq mangughsan aghveqaa ‘they followed the whale and when it was starting down for a deep dive, he struck it’"
mangugte-	pos	to lose some of the skin from the back (of a whale)	No information given.
mangugtekaq	pos	whale which has lost some of the skin from its back	aghveq mallungat mangugtekaaftuq iwernga asinga mangtalek ‘the beached whale carcass that they found didn’t have any skin on the back but the bottom had some’; qawiighneq talwa mangugtellghilnguq akuraamakangat ‘they found a whale (carcass) in the ocean that still has its skin’
manguna	pos	thick walrus skin with hair	No information given.
manguultaq	pos	dirt caked up on some part of one’s body	No information given.
mangyaangigh-	pos	to sob uncontrollably after crying	cf. mangigh-
mangzighhe-	pos	to gnaw	mangzighhuq ‘it gnawed’; mangzighhaa ‘it gnawed on it’ / mangzighhelleq ‘gnawed spot’
mani	pos	money	"also used in Chukotka; Enkaam piniqnaanghitaghsi Kiyaghneq piniqumaluku mani. ‘Also, you won’t love God by loving money.’ (Matthew 6.24); Una qepghaqaq allgeqaaguq maningyama grant-meng …. ‘This project began when I received funds from a grant ….’ (UNGIPAGHAGH. xv)"
mani-	pos	to move in close	"maniiq ‘he moved close to something’; manii ‘he moved close to it’ / cf.  maniguute-, maniighaghte-"
manigniigh-	pos	to gather eggs; to look for eggs	Tapghighlunga manigniightunga pennani. ‘I used a rope to hang onto while gathering eggs on the cliffs.’ (SLI JR. DICT. 129)
manigugh-	pos	to soothe; to calm	manigughaa ‘he soothed her’ / manigughiiq ‘he soothed someone’; cf. mangsingugh-
maniguute-1	pos	to worship; to beg; to present oneself in a pitiful way; to humbly request something	maniguutuq ‘he is being pitiful’ or ‘he is humbly requesting something’ / cf. mani-
maniguute-2	pos	to have eggs (of bird)	No information given.
maniguutusiq	pos	bribe	No information given.
manik	pos	bird's egg	manigniightuq ‘he looked for eggs’; manigtuq ‘he collected eggs’; maniliightuq ‘he cooked eggs’; manigtughtuq ‘he ate eggs’
manilghu	pos	group of walrus coming to shore	No information given.
manilghutaq	pos	coin purse; wallet; bank	"used in the dual, manilghutak, for one wallet"
manimsag-	pos	to keep on coming or going over to something	qikmit manimsagnaqeghllaguut igatam ‘the dogs keep on coming over because of hunger’; neqet saapngalghiit manimsagumiit ‘they kept on coming to the food that was covered’; taghnughhaat iinghutkamun manimsagaataghllaguut ‘the children kept on going to the place they were told not to go to’
manin	pos	fortification against enemy warriors	"used in the plural, manitet, for one fortification; akingani agani manitet taaganniiqsaghiit ‘they say that there used to be fortifications south of the village’"
manitaq	pos	fixed protective shield (as used in warfare)	"used in the plural, manitat, for one such shield"
mantelae	pos	mantle (for gas lantern or lamp)	No information given.
manu	pos	front; chest and neck area right below one’s face	manunga ‘its front’ or ‘his neck and chest’
manughaq	pos	immediate front of house	No information given.
manulek	pos	fin whale (Balaenoptera physalus)	No information given.
manuli-	pos	to be frosted (of lower part of parka ruff); to have a frosted ruff	manuliiq ‘he has frost on the lower part of his ruff (near his mouth and nose)’ or ‘it (ruff) is frosted’ /
manungiitaq	pos	bib (as for a baby)	No information given.
maqaaghte-	pos	to warm up	maqaaghtuq or maqaaghtaa ‘he or it warmed up’ / siqineq maqaaghtaqaa ‘the sun is getting warm (as in spring)’
maqaasghaq	pos	insulation to keep heat in	Amim qaayngakun qakmagun eslataakun maqaasghightuutkaqegkangit. ‘They’d put it as insulation over the surface of the skin (of the house) out there.’ (SIVUQ. NANGAGH. 3:104)
maqagh-	pos	"to be warm (of clothing, house, etc.)"	"maqaghtuq ‘it (clothing, house) is warm’ / maqalghii ‘warm clothing, house’; maqatun atkugtunga ‘I put on a warm parka’"
maqaghqe-	pos	to dress warmly	maqaghquq he dressed warmly; maqaghqaa he dressed her warmly /
maqaghqun	pos	insulation to keep heat in	No information given.
maqalla	pos	green algae	iipagmi qalmesam maqallangi qiighninnaghllaget igleghlleghhiini ‘in extreme low tide the algae on the rocks is really slippery when one walks on it’; kiiwem esnekek maqallaghllaguftuq ‘the beach of the river turned out to have a lot of algae’
maqaq	pos	"warmth (of clothes, dwelling, etc.); warm clothes; light and loose fitting snow-jacket made from thin skin of young reindeer"	"used in the dual, maqak, for one jacket"
maqe-	pos	No information given.	"root; > maaqe-, maqete-, maqughaghti-"
maqete-	pos	to drain; to remove liquid from (it)	maqetaa ‘he drained it’ /
maqetisiq	pos	device used in making a liquid flow; milk-pail	No information given.
maqiighsagh-	pos	to be inadequately dressed for the cold	Maqiighsapaglunga ghhuutaanga. ‘I got cold from not wearing enough clothes.’ (SLI JR. DICT. 88)
Maqneghlugak	pos	site at northeast corner of Troutman Lake near Gambell	see Map 7 in Appendices
Maqneq	pos	Maknik Lagoon on St. Lawrence Is.	or Maqneghem Naayvaa; see Map 6 in Appendices
maqughaghti-	pos	to shed tears	maqughaghtiiq ‘he shed tears’ /
Maramaku	pos	a particular clan	No information given.
masa-	pos	No information given.	"root; > masaaghi-, masaqiighwagh-"
masaaghi-	pos	for weather to warm up in spring	masaaghiiq or masaaghii ‘it warmed up’ /
masaqiighwagh-	pos	sun oneself	"masaqiighwaatkelluku esnami qavaamalghiinga ‘while I was sunning myself at the beach, I fell asleep’; navek masaqiighwaghyaqaalta ‘let’s go out somewhere to lie in the sun’"
maseghiighusiq	pos	scraper for removing ice from fishing line	Chukotkan (R)
masighagh-	pos	to warm oneself by stove or other heat source	masighaghtuq ‘he warmed up’; masighaghaa ‘he warmed it up’ / cf. masa-
Masingka	pos	St. Lawrence Island / Siberian Yupik Eskimo or Naukan Yupik Eskimo; as a particle: originally; genuinely; very; fully; sure thing; it’s alright; just fine	"this originally Chukchi term is used for ‘Yupik Eskimo’ by  some Chukotkan Yupik and some St. Lawrence Islanders who stem from Chukotka; also functions as a an adverbial or interjectional particle; Sivuughaqestaghngaamkun quyngiqa naavyighnayukan pingayiitaqa. ""Masingka legan itagnalghii!"" ‘Even though I hesitated thinking that my reindeer might be overwhelmed I did put the third one on it. “Sure thing; let’s do it; it will be fine”, (I said). (SIVUQ. NANGAGH. 2:78); Kiyaghsimaaq Qigimi yuuk neqengyuqaq. Kiigunneghagu qayaghtuneghmini unakaqegkanga masingka uksumi naamatkaghqaq neqa. ‘There lived man, a good provider, in Qigi. Every summer he went out hunting and sure enough he’d get food sufficient for the winter.’ (UNGIPAGHAGH. 141); Uyughani pilaataghaa, ""Naqamllu whaa elpek pengegniighutaaten. Masingka nemetwhayaaghtaaten."" ‘She said to her younger brother, “You are no longer someone who one must worry about. You’ve gotten so that you can stay on your own just fine now.”’ (UNGIPAGH. 162)"
masinkate-	pos	to succeed at what one is doing; to do well; to prosper	"Yuget aghvengneghmeggni masinkataqut nunaaghet. ‘Whenever the people catch a whale, the village does well.’ (AANHHAQ 30)"
masisu	pos	even; however; already; moreover	particle;  Meghmun ateghyalghiimi teghhanun pesughyukangghituq. Masisu esghaamakanga aga yuggaq tallileklu ighuleklu takestaaghhaghmeng naqam yugusii aangepiglleghhii. ‘He got to the bottom of the sea and had no difficulty breathing. Moreover [there] he saw a little person with long arms and legs and a big torso.’ (UNGIPAGHAGH. 93); = maasisu
masleg-	pos	to become skinny; to get thin; become emaciated	"neghqutkiillghem qikmiput taawa maslegtuutut ‘our dogs are getting skinny because we don’t have food for them’; iilqeghllagem qenwat maslegtuq ‘he’s getting thin, because he’s been so depressed’; Uukat kinenghhat, iwhani piniipigtut September-em uukaghtii. Kineghllagtestegpenaki qeghaataqelghiit eghqwaaghutkaghqaaluki. Aamta sivuliit August-em pingi maslekanighaqut. ‘September is best for drying cod. Before they get too dry they’d be bundled and stored. The first ones, those of August, would shrivel up.’ (SIVUQ. NANGAGH. 1:92)"
masugh-	pos	to get or go right to or on the edge	masughluku neghqwaagha ggaaygem uuupunnakek ‘let him cut it right on the edge of the shoulder blade’
masuk	pos	"core of tusk, bone or root"	No information given.
mataawi-	pos	to have a hard time	mataawiiq ‘he had a hard time’ / mataawitkaa ‘he had a hard time over it’; mekelghiighhaam unangkani mataawisimaagu tuguneghmeng; kitum angyanun tugusqelligu ‘the boy was having a hard time retrieving the seal he’d caught; he should have had someone in a neighboring boat retrieve it’
matagh-	pos	undressed; parka-less; coatless	"postural root; mataghtuq ‘he took off his parka or coat, or his clothes’; mataghngaaq ‘he is without a parka or coat, undressed’; mataghmi aanuq ‘he went outside without a coat’"
mataghhwaagh-	pos	to dress lightly	aqlagha mataghhwaaghvigituq ‘there’s no way to get by dressing lightly  in the cold’; kiigmi mataghhwaaq itagnaghtuq ‘dressing lightly in the summer is fine’
mataghqe-	pos	to strip one’s clothes off; to remove outer garment	mataghquq ‘he removed his (own) outer clothing’ or ‘he stripped’; mataghqaa ‘he removed his (another’s) outer clothing’ or ‘he stripped him’ / 
mateg-	pos	to get stuck onto something; to come side by side with something	mategtuq ‘it got stuck on something’ / mategtaa ‘he stuck it on’; mategngaaq ‘it has been stuck on’; cf. malleg-
mayaari-	pos	to feel weak and exhausted	mayaariiq ‘he felt weak and exhausted’ /
mayae	pos	pile of things; winnings in a game; heap	"maaynga ‘his pile, his winnings’"
mayagh-	pos	being or becoming thin	postural root; mayaghtuq ‘he became thin’ / ‘mayaghmelnguq one who is thin’; mayaghtekaq ‘one who became thin’; cf. wayagh-
mayaneq	pos	one that is in poor condition from lack of (proper) food)	Chukotkan (R)
mayari-	pos	"to tire; to lose fragrance, taste or zest"	"Chukotkan (R,V&E)"
Mayeghhaq	pos	site in Chukotka	see Map 2 in Appendices
mayeqaan	pos	short boot with fold over insole	Chukotkan (R)
mayeqelleghagh-	pos	to climb	… yuuk qineghquulluni elngaatall asitmun. Whangallu mayeqellegaghlunga qineghtunga. '… many a person was looking down from there. I too climbed up and looked down.' (SIVUQ. NANGAGH. 2:190)
mayeraaghpak	pos	giant	Mayeraaghpagem tuguluku naasquminun qaakumakanga. ‘The giant grabbed him and put him up on his head.’ (YUGG. Mayer. 13)
mayii	pos	slope; the way up	ikani mayiimi pegnem qaygeghtunga ‘I barely got to the top at the slope south of here’; Qayillghet mayiingat iggagrukegtepigtuq ‘the slope at Qayilleq is steep’; cf. mayugh-
mayleghuke-	pos	to have doubts about (it)	"mayleghuklukek ullghitagni guutelleghqakek unisimakek ‘he didn’t think his snowmachine would start, so he left it’"
mayleghunagh-	pos	to be doubtful; to appear unpromising	"apeghtuqii mayleghunaghtut liitelleghqii qayughllak pineghlliqutet nagategpenateng ‘her students  skills at learning don’t seem very promising because they don’t listen’; mayleghuklukek ullghitagni guutelleghqakek unisimakek ‘his snowmachine’s capability of starting seemed doubtful, so he left it’"
Mayngeguk	pos	former village on south shore of Arakamchechen Is. in Chukotka 	see Map 3 in Appendices
mayngeq	pos	skinny one	Chukotkan (R)
mayugh-	pos	to go up; to ascend; to climb	mayughtuq ‘he went up’; mayughaa ‘he went up it’ / mayuutaa ‘he took it up’
mayughaataq	pos	ladder; staircase; steps	"used in the dual, mayughaatak, for one ladder or staircase"
Mayughii	pos	Cape Myaughee on St. Lawrence Is.	see Map 5 in Appendices
mayughneq	pos	pile; heap; sternpost of boat; bowpost of boat	No information given.
mayughtaq	pos	driftwood that is piled on the beach (to be visible and to dry) to be taken later; heap; pile	"used in the plural, mayughtat, for one pile; aqfayaqenka mayughtat aviitut ‘when I went to get the (site of the) piled up pieces of driftwood, they were missing’"
mayughti-	pos	to pile up wood or other things; to make a pile	mayughtiiq ‘he made a pile’ / quugmeng mayughtimaanga qawani anigukan aqfayaghqameng ‘I piled some driftwood east of here so that I can get it when snow falls’
mayughvik	pos	route leading up	No information given.
Mayughwaaq	pos	old village site at the foot of the mountain behind Gambell	see Map 7 in Appendices
mayugnite-	pos	to become snagged (of a hook getting stuck on something underwater)	mayugnitkat iqaniighusinka iikneghmeng aghtughanka ‘I can’t get loose my crabbing-hooks that are snagged (hooked in the rocks)’; taana anglaaq mayugninnapigtuq ‘it’s easy to get hooks snagged in that hole  made in the ice’
megh<e>-	pos	"to drink (any beverage, especially one that is cool); to drink an alcoholic beverage"	"meghtuq ‘he drank’; meghaa ‘he drank it’ / in some respects this verb base acts as if it were megh- while in other respects it acts as if it were meghe-; the following example shows that in some cases both patterns are possible: meghenghituq or menghituq ‘he didn't drink’; megheghllaguuq ‘he is very drunk’; meghyaghqaq ‘something to drink’; meqayuk ‘one who drinks alcoholic beverages’; meghelghii ‘one who is drinking’; compare negh<e>-; see meq ‘water’, the nominal counterpart of this noun base"
meghaaq	pos	puddle	meghaaghmi ‘in the puddle’
meghaataq	pos	soda pop; soft drink	No information given.
meghaq*1	pos	seal breathing hole in ice; open water between large cakes of ice	"also used in the dual, meghaak, for one such hole"
meghaq*2	pos	beverage	No information given.
meghek	pos	large vessel for melting snow for water; area of open water in pack ice; polynya	look under meq
meghestivik	pos	cafe where one can drink	Chukotkan (R)
meghhaq*	pos	small area of open water in sea ice where one can sit and watch for seals; childhood; infancy	"used in the dual, meghhaak, for one such area; see item 98 on list in Oozeva et al. 2004; the meaning ‘childhood, infancy’ is said to be from the child’s being in a fluid state of development; ighneni meghhaaneng peghqigsaqaa unangniighmeng ‘he taught his son how to hunt since his childhood’; ima meghhaatanganeng ‘since infancy’"
meghllak	pos	large area of open water; polynya	"used in the dual, meghllagek, for one such area"
meghnaali-	pos	to rest	Meghnaaliiqluta naayghamun mayughtukut. ‘We rested several times as we climbed the mountain.’ (SLI JR. DICT. 89)
meghnak	pos	translucent amber-colored rock; agate	No information given.
meghnugh-	pos	to be tired	meghnughtuq ‘he is tired’ /
meghqe-	pos	to water; to sprinkle water on (it); for water to appear on ice; to splash water on (it); to apply water to (it)	meghqaa ‘he applied to or splashed water on it’ /
meghquute-	pos	to fall into the water	No information given.
meghraag-	pos	to be transparent; to be clear	nulughyalghiinga teghhani sama kayumeng esghaatunga qayughllak meq meghraakegtepiglleghhii ‘when I was fishing with a hook and line I saw a fish near the bottom because the water was very clear’
meghraawayi-	pos	to be very light in color; to be transparent	No information given.
meghragti-	pos	to cry from emotional pain; to shed tears	meghragtiiq ‘he shed tears’; meghragtistaa ‘he made him shed tears’
meghsi-	pos	to give a drink to a person or animal (dog usually)	meghsii ‘he gave him or it a drink’ /
meghtagh-	pos	to fetch water	"meghtaghtuq ‘he fetched water’ / meghtaataa ‘he fetched water for her’; meghtaghvikaa ‘he fetched water from it, it’s the place where he got water’"
meghtaghvik	pos	well; place to get water	No information given.
meghun	pos	dipper; cup; can of food	"also meghuta; also used in the dual, meghutek or meghutak, for one such item"
meghutluk	pos	empty can	"used in the dual, meghutlugek, for one empty can"
meghyagh-	pos	No information given.	"root; > meghyaghaghqugh, meghyaghqugh-; = maghyagh-"
meghyaghaghqugh-	pos	to lead astray	meghyaghaghqughaa ‘he led him astray’
meghyaghqaq	pos	something to drink	No information given.
meghyaghqugh-	pos	to lead	meghyaghqughtuq ‘he lead’; meghyaghqughii ‘he lead them’ /
meghyaghqughta	pos	leader; lead dog	"Qikmighhiinaghhaa meghyaghqughtenga Elqwaaghqum aapqaqaa kaatkaq. ‘According to Elqwaaqu, only his lead dog made it back.’ (SIVUQ. NANGAGH. 3:64)"
megnu-	pos	caring deeply; valuing; holding as important	"emotional root; megnukaa ‘he cares deeply for him/it’; megnunaghtuq ‘it is important, it is valuable’; avaqutani megnukepiglluku anglistekaa ‘he raised his child caring deeply for him’; megnukumtaani saghyat kagpagii ‘he packed his important belongings’"
megnunagh-	pos	to be important; to be valued; to be treasured	"megnunaghtuq ‘it is important’ / megnunaghtuq qayughllak naamneng aatquq ‘she is treasured since she has my mother’s name’; … unguvalleq megnunaghataghaghtuq neqmeng, yugusiqlu megnunaghataghaghtuq aatkaneng. ‘… life itself is more important than food, and the body is more important than clothing.’ (Matthew 6.25)"
meke-	pos	No information given.	"root; > mekestaaq, mekelghiiq, mekelli-, mekitaghagh-, mekitkughmete-; cf. migligrungiq, miksagaq"
mekegragh-	pos	to smooth out or make even  with one’s teeth	"Ang, piighhangllaa. Nuvagsukaghpenaan mekegraghyukaghpenaan. 'Yes, braid [some thread], but don't even make a move toward moistening the strands with saliva or smoothing them out with your teeth.' (SIVUQ. NANGAGH. 3:208)"
mekegte-	pos	to scrape off; to peel off; to strip off	maklagem qilungan qaayngi mekegtii neghyaghqaaluki ‘she scraped off the outer layer of a bearded seal’s intestines for eating’; kitum gginan mekegtagu? ‘who scraped (scratched) your face?’
mekelghiiq	pos	boy	mekelghiighhaq ‘little boy’; mekelghiighet ‘boys’; Mekelghiighhaamallemni esghapagllakaqegkegka Ungaziinkuk Sivuqaankuk naavghullutek ayuqelghiik. ‘When I was a little boy I used to see Chaplino and Gambell people going back and forth.’ (PANGEGH. 17)
mekelli-	pos	to become smaller; to make smaller; to alter (by making smaller) in sewing	mekelliiq ‘it is getting smaller; mekellii he is making it smaller’ /
mekellin	pos	strip of fabric on a sail which can be tied to shorten the sail	No information given.
mekestaaghhaq*	pos	small thing; little thing	mekestaaghhaaguq ‘it is small’; = mekestaaq
mekestaaq	pos	small thing; little thing	mekestaaghmeng pilguunga ‘I have a small one’; mekestaaghuuq nanughtaa ‘the polar bear he got was a small one’; = mekestaaghhaq
mekiitlek	pos	wolf fish (Anarhichas lepturus)	No information given.
mekitaghagh-	pos	to be somewhat smaller	mekitaghaghtuq ‘it is somewhat smaller’ /
mekitkughmete-	pos	to be somewhat smaller	tiintat sivulighneng mekitkughmetut ‘the tent is somewhat smaller than the first one’
mekughmighalek	pos	walrus with long tusks that touch or cross at the tips	No information given.
melangaaq	pos	downy feather; very young person (slang)	cf. melquq
melangute-	pos	"to come into indistinct view through darkness, mist, fog, etc. "	melangutuq ‘it came into indistinct view’
melghutaq	pos	water container; canteen	"also used in the dual, melghutak, for one container"
melighte-	pos	to perform shamanistic activity	Chukotkan (R)
meliqe-	pos	to send word; to pass the word	panigmikun meliqaa ‘she sent word by her daughter’
meliqi-	pos	to send word by someone 	"kiiwhken Sivungameng meliqimalghii aqfaaghtesqelluni ‘he (from Savoonga) sent someone (to Gambell) for someone to come get him’; apeghiiqufsi meliqilghaasi aqfalleqamsi ‘when you (all) are finished, have someone come (and tell me) and I’ll get you’"
melitaqe-	pos	to speak harshly to (him)	qepghaallghiit umiilgita sagiqiganniluki melitaqumakangi ‘the foreman spoke harshly to his workers becasue they weren’t putting enough effort into their work’; angyalgita nunmaagitneng melitaqaqii awen ‘their captain often spoke harshly to them because of their slowness’
melite-	pos	to discipline with harsh language	No information given.
melkaaghte-	pos	to retrieve from the water	melkaaghtaa ‘he retrieved it’ / cf. meq
mellaate-	pos	to be trapped by sea ice which has closed in around one	"angyaghuutkam ilangi mellaasimii ‘some of the boaters have been trapped by the sea ice closing around them’; mellaalluki angyat qavaghtaamalghiit ‘the boat was trapped in the ice, and they spent a few nights out there’; cf. meq or mellu-"
mellig-	pos	to close tightly	Chukotkan (R);  cf. malleg-
melliq	pos	type of edible root (?)	exact identification undetermined
mellu-	pos	to plug; to cover an opening	mellaa ‘he plugged it’ / melliiguq ‘he plugged an opening’; mellulleqaa ‘he will plug it’
mellugraaq	pos	bad water	No information given.
mellugragh-	pos	to growl	Chukotkan (R)
mellugtuqun	pos	button part of hair beads	No information given.
melluk	pos	rude person	Chukotkan (V&E)
mellutaq	pos	plug; cover for an opening	Qergesem mellutaa igaghqwaaq umuqaq apengtaqa aangyan. ‘I folded over the cardboard window covering  because it was [too] big.’ (SLI JR. DICT. 31)
"melngu, melnguq"	pos	beetle; water beetle	Apayepayiiq uteghniimalghii nguuyngaaghaghmun.  Melnguq nunmaawhtapagem kinguliiluni kaasimalghii. ‘The spider returned to the fly’s house. Because the beetle dallied he returned last.’ (SULUWET 33)
melqiigh-	pos	to remove fur or body hair from skin; to lose fur	melqiightuq ‘it lost (some of its) fur or body hair’; melqiighaa ‘he took the fur or body hair off it’ /
melqiighaq	pos	"dehaired skin (especially, of bearded seal)"	#NAME?
melqiin	pos	rock used to pound sea mammal skin to remove the hair	Chukotkan (R)
melqiiqaq	pos	"dehaired skin (especially, of bearded seal)"	#NAME?
melqiite-	pos	to be bald; to have one’s lost hair	= melqite-
melqite-	pos	to be bald; to have one’s lost hair	= melqiite-
melqughqwaaq	pos	feather or fur that has been strewn over an area	qawaagem melqughqwaagha qikmim mingiteghllagumaa ‘the dog has strewn the feathers all over’; tamaana melqughqwaaq perngughlluki eggnakesi ‘gather those feathers (that were stewn all over) and throw them away’
melqunge-	pos	to be fledged; to become covered with hair	No information given.
